"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_00838T0",1404,745,89,121,2628,2815,137,161,1426,1875,149,165,2130,2222,165,170,2352,1831,274,290,2007,1828,230,152
"CLUG_00839T0",5316,4249,4318,5150,6328,6773,3664,3437,4520,5355,6289,8676,7103,6204,3963,3941,5989,5840,7647,9284,6982,6578,10273,10759
"CLUG_00840T0",2443,2378,83,152,6451,6031,169,221,2798,4546,178,124,3495,2910,73,81,3945,3131,193,242,2720,2450,53,57
"CLUG_00841T0",2110,1873,244,356,3095,3379,253,422,2039,2567,349,345,2364,2605,208,294,2548,2886,518,496,2714,2757,193,314
"CLUG_00842T0",941.782645014244,954.059009513711,107.460803470964,131.366064441796,1748.31766032716,1966.38551767168,73.9301364114094,138.445359581976,1325.42264152762,1590.57339107553,115.461402865563,131.340586804773,1411.43098940638,1277.25449484755,70.496106667778,98.1481444452362,1535.74089709618,1193.44209056014,32.9263863890511,40.530501778344,1307.72672674152,1693.78644115469,52.647622298947,44.2180261496093
"CLUG_00843T0",17.7397084863235,1.55901085801841e-07,0,0,33.8617280364874,0.52406222473687,5.35145584170345,4.58785286764455,32.1935625451113,17.3608917178027,0,0,0.000115206971198483,6.42147658076312,1.297936780999e-08,0,15.0878780801295,0,5.77600835793825,1.02983621283252,80.2578647942992,0.226930912445791,0,1.22553703323204
"CLUG_00844T0",537.477646499432,522.940990330388,65.5391965290364,77.6339355582045,1017.82061163635,1062.09042010358,70.7184077468872,78.9667875503798,662.383795927264,928.06571720667,62.538597134437,67.6594131952267,688.56889538665,671.324028571687,19.5038933192426,49.8518555547638,842.171224823695,717.557909439856,21.2976052530106,38.4396620088234,715.01540846418,869.986627932867,16.352377701053,22.5564368171587
"CLUG_00845T0",45,15,18,22,72,90,25,46,22,51,17,61,11,16,60,77,53,49,7,2,62,51,34,30
"CLUG_00846T0",169,135,14,18,394,349,17,31,226,263,17,14,299,266,7,18,303,247,8,6,321,265,17,10
"CLUG_00847T0",3199,2952,1178,1727,4289,4743,2221,1814,2993,3328,1779,2286,4692,3310,1834,1241,3472,3151,2373,3019,4750,4636,2072,1904
"CLUG_00848T0",481,393,118,123,940,1099,94,152,482,641,75,85,678,544,38,227,601,612,97,119,548,504,42,46
"CLUG_00849T0",40668,17737,8427,12336,72995,74959,15564,13400,38408,57418,14586,20159,90884,107118,8491,6807,66252,67528,39134,47756,72746,76377,31312,31579
"CLUG_00850T0",3800,3264,2729,4549,6775,8013,9509,11112,5859,5598,5718,11050,6325,5498,8910,8566,6023,6457,4111,7554,5934,6584,2669,5533
"CLUG_00851T0",319,259,42,47,894,818,80,101,416,598,77,87,600,492,43,53,586,562,54,94,533,549,68,67
"CLUG_00852T0",8370,7081,4075,4875,15102,15376,4073,4418,8798,10959,7331,9451,11869,9355,4963,4622,10759,8861,8658,9677,12905,11459,6477,6264
"CLUG_00853T0",249,206,29,49,347,447,45,43,251,286,56,65,264,189,22,32,278,235,143,166,265,210,131,78
"CLUG_00854T0",459,360,199,262,892,947,204,294,460,693,366,448,1349,1483,537,414,925,865,400,624,840,821,610,472
"CLUG_00855T0",1923,1533,360,482,3268,3435,916,743,1773,2448,475,669,2578,2140,423,415,2673,2254,563,685,2388,2183,960,1022
"CLUG_00856T0",319,320,88,90,551,606,129,130,342,422,80,124,457,425,102,100,482,434,40,41,529,490,85,68
"CLUG_00857T0",907,745,178,201,1975,2202,271,222,990,1401,241,273,5102,6309,815,600,3259,2712,556,1336,3922,4094,500,572
"CLUG_00858T0",918,617,2093,2394,1562,1701,2632,2098,835,1256,1933,2496,2679,3980,2892,1968,1719,2079,2855,3439,2146,2253,4487,4886
"CLUG_00859T0",1,0,6,4,5,14,1,3,5,4,4,3,6,4,0,2,8,14,1,0,8,5,1,0
"CLUG_00860T0",437,327,54,71,1105,1133,101,74,562,901,116,121,1179,1155,41,37,1121,855,43,63,1453,1272,34,23
"CLUG_00861T0",2911,2136,91,147,5802,5291,232,220,3093,4543,159,179,3205,2825,99,105,4390,3281,37,109,4479,3663,77,29
"CLUG_00862T0",1227,1005,100,131,2318,2380,240,188,1294,1660,203,119,2164,1996,39,63,2266,1728,393,514,1449,1370,171,142
"CLUG_00863T0",1333,955,83,111,2983,2768,195,133,1330,1895,173,113,2627,2433,68,73,2960,2935,68,76,3447,3173,84,33
"CLUG_00864T0",130,267,132,167,710,313,230,345,255,420,193,353,1179,2948,553,496,967,1223,224,654,519,677,134,228
"CLUG_00865T0",92,78,148,92,373,409,180,229,120,179,103,137,80,63,400,433,153,171,68,89,166,143,97,87
"CLUG_00866T0",2199,2041,210,281,5452,5596,303,378,2576,3613,344,289,4461,3862,267,382,4841,3621,447,682,4692,4528,309,311
"CLUG_00867T0",359,293,45,70,755,680,35,45,316,453,43,53,587,584,47,86,517,596,51,44,527,505,26,19
"CLUG_00868T0",1262,1045,79,156,2487,2035,204,199,1050,1642,174,160,2082,1855,59,81,1820,2076,98,156,1932,1728,85,103
"CLUG_00869T0",400,306,1370,1308,978,948,3405,2526,392,618,940,1401,3117,3605,7293,4639,1653,1491,504,1082,2181,2175,1183,1440
"CLUG_00870T0",7302,5387,11117,13413,6466,10760,14646,12895,7283,6895,14169,17032,11209,10259,11910,10025,6733,5588,19479,27270,10096,12671,25198,25266
"CLUG_00871T0",7354,6974,24960,29486,8835,11606,32886,25753,7559,7896,24560,29103,12947,11680,34696,28168,12283,13305,21906,25585,16413,16566,31076,30783
"CLUG_00872T0",1981,1311,103,145,4090,4126,161,127,2035,2801,243,239,2913,2208,133,162,3159,2266,722,812,2904,2492,530,331
"CLUG_00873T0",208,108,186,140,446,490,253,231,204,310,153,222,495,513,604,427,526,369,94,158,478,452,281,264
"CLUG_00874T0",732,453,479,661,1052,1179,751,790,731,749,731,944,1481,1403,510,773,1032,1241,1159,1311,1096,1054,612,798
"CLUG_00875T0",1552,1163,316,394,2716,2647,330,332,1498,1893,416,467,2578,2521,412,445,2357,2088,965,1092,2163,2188,798,871
"CLUG_00876T0",491,373,94,118,781,671,161,200,361,482,91,139,572,507,216,285,499,489,90,105,608,633,107,109
"CLUG_00877T0",5651,5146,967,1110,11998,12599,1254,1833,7410,9866,1545,1655,8194,5759,2552,2361,8340,5936,1776,2076,7606,6928,1847,1859
"CLUG_00878T0",2595,2721,541,739,3949,3979,296,468,2816,3302,598,804,3363,2710,564,660,3300,2407,1456,2354,3707,3289,1290,1145
"CLUG_00879T0",4039,4414,730,883,4360,5201,206,282,5309,5101,734,765,3594,3011,407,551,4545,3749,1767,2661,6364,6179,1217,1157
"CLUG_00880T0",2340,2032,11452,14276,4271,4218,16525,13959,2632,3474,13177,16075,4857,4063,13786,12238,4017,3430,9597,13897,4768,4602,12421,14307
"CLUG_00881T0",60,1,486,644,3,4,11,19,3,3,12,17,4,76,2,464,1,70,238,10,1,3,11,55
"CLUG_00882T0",753,645,258,364,1505,1765,132,189,1022,1316,133,194,2028,1631,57,536,1507,1069,190,265,1683,1692,80,155
"CLUG_00883T0",663,453,292,431,1338,1619,644,661,792,1093,438,785,1787,1676,279,351,1941,1559,756,1267,1998,2005,1527,1627
"CLUG_00884T0",1519,1070,988,1047,2817,2634,3238,1924,1181,1664,1136,1318,2112,1950,1881,1742,1997,1837,1943,1900,1979,1823,1761,2026
"CLUG_00885T0",345,258,77,106,536,552,119,106,301,364,104,122,681,692,98,126,575,508,211,281,620,609,219,208
"CLUG_00886T0",1392,815,157,179,1872,2225,99,128,1518,1479,153,148,1171,1063,117,349,1186,1250,244,168,1168,1263,156,216
"CLUG_00887T0",55,86,242,242,42,49,663,356,34,66,152,169,126,167,592,728,127,151,86,73,209,238,183,264
"CLUG_00888T0",2633,2079,1070,1344,4132,3502,1168,1198,2159,3227,1767,2408,3071,3047,2546,1716,2956,2851,3755,5011,2579,2291,4877,6030
"CLUG_00889T0",220,130,10,20,610,544,18,22,274,417,21,23,308,187,19,16,377,239,30,28,307,211,8,9
"CLUG_00890T0",304,145,96,164,1836,504,262,237,813,1951,146,197,252,839,374,501,396,342,175,149,149,223,260,163
"CLUG_00891T0",2269,1789,219,304,4637,4244,318,344,2303,3462,597,479,4310,3826,231,295,3823,3373,1207,1365,3651,3605,1087,1190
"CLUG_00892T0",1439,958,806,1106,2272,2310,1980,1765,1392,1969,1229,2018,4683,5590,1370,1124,2829,2981,2435,3147,4209,4273,2119,2018
"CLUG_00893T0",4689,5914,1079,1459,5508,5554,1640,1832,5069,5127,1446,2102,7556,5480,766,856,5666,4986,3747,4312,6557,5607,2384,1189
"CLUG_00894T0",2611,2782,901,1139,3079,3294,464,482,2806,3071,1179,1265,3770,3038,330,372,3325,2732,1645,2258,3424,3285,1371,1397
"CLUG_00895T0",920,836,122,202,1659,1702,66,110,943,1232,76,131,1244,1090,36,345,1301,1049,299,389,1551,1241,205,198
"CLUG_00896T0",506,350,481,406,776,1012,901,941,594,763,375,535,545,500,1775,1519,604,562,224,223,672,653,536,544
"CLUG_00897T0",4061,3071,816,1077,12618,10558,2922,1728,9262,14210,4492,6913,1495,959,1143,743,6517,3244,2029,4090,3015,3462,2399,2505
"CLUG_00898T0",1201,551,154,172,1912,2152,193,102,1144,1450,359,282,1965,1998,106,83,1833,1542,1270,1296,1617,1576,603,534
"CLUG_00899T0",784,488,37,81,1501,1444,67,55,823,1024,115,77,1096,779,36,49,1029,695,259,306,956,919,189,158
"CLUG_00900T0",115,65,8,23,338,265,19,19,103,177,14,14,237,214,17,22,264,181,43,63,203,182,12,9
"CLUG_00901T0",1498,1148,163,244,3551,3630,223,278,1802,2489,275,403,2880,2723,143,167,2969,2208,380,623,3150,2803,391,397
"CLUG_00902T0",696,567,241,425,1271,1664,899,914,809,1300,588,1075,1341,1231,156,108,1559,1140,603,1342,1637,1731,2342,2639
"CLUG_00903T0",1,2,7,14,6,3,3,1,3,9,0,0,5,12,0,26,10,7,7,1,5,4,1,0
"CLUG_00904T0",76,70,26,16,374,315,19,38,82,206,34,36,223,149,8,16,230,173,14,25,153,172,10,5
"CLUG_00905T0",822,459,65,93,1777,1578,96,127,822,1188,109,108,1122,1073,98,101,1137,957,122,163,1128,1035,131,111
"CLUG_00906T0",557,357,78,122,802,1006,147,113,444,624,94,144,2539,3120,216,143,1330,1329,260,542,1825,1723,265,244
"CLUG_00907T0",2365,1447,152,304,4032,3466,270,192,2220,3110,303,247,4765,4336,108,141,3944,3432,708,901,3084,3076,230,307
"CLUG_00908T0",813,587,1184,1479,1637,1483,2515,2289,728,1291,1989,2748,1555,1644,1068,1029,1703,1575,2830,4611,1588,1675,6772,6900
"CLUG_00909T0",283,186,27,24,523,508,37,24,299,343,23,19,373,316,14,23,413,376,8,11,380,393,9,9
"CLUG_00910T0",1807,1476,178,254,3645,4341,393,421,2285,2967,423,413,4518,4517,164,155,4196,3054,386,819,4747,4418,577,577
"CLUG_00911T0",2737,3386,377,415,4398,3857,481,459,2816,3518,657,600,3205,2796,244,363,3242,3211,1198,1295,2764,2386,653,514
"CLUG_00912T0",865,557,121,179,1477,1427,284,227,693,1065,221,236,3468,4614,353,244,1918,1868,450,836,2309,2241,506,428
"CLUG_00913T0",277,205,22,39,481,527,38,31,314,314,30,37,430,370,12,8,366,373,12,17,403,386,13,8
"CLUG_00914T0",1846,1260,278,397,2687,2799,373,388,1555,1960,588,655,2186,2190,140,188,2076,2150,753,790,2533,2535,939,1260
"CLUG_00915T0",1828,1127,40,92,3085,2900,89,57,1515,2091,86,45,2051,1895,42,45,2588,2293,12,44,2765,2367,25,12
"CLUG_00916T0",1005,1165,233,306,1097,1107,263,240,924,1261,328,448,1468,941,173,90,1116,813,543,945,1582,1336,751,842
"CLUG_00917T0",1029,764,582,717,1483,1660,812,476,1150,1140,769,749,1454,1057,542,524,1346,1221,456,578,2098,1976,296,314
"CLUG_00918T0",1164,1014,9273,11223,2248,2008,13086,13111,1174,1577,10938,14457,2016,1783,9519,9646,1914,1655,12481,16257,1690,1265,13496,13562
"CLUG_00919T0",7,0,122,154,2,1,0,0,0,2,0,1,0,9,3,113,0,5,103,1,0,4,1,18
"CLUG_00920T0",8,5,2,11,30,34,3,3,7,11,2,2,16,13,9,22,20,9,5,3,17,9,7,15
"CLUG_00921T0",7962,8552,5975,6688,8986,9662,6046,5583,8249,7977,9559,10347,11411,10419,2996,3815,9375,8186,8533,9070,11926,11472,9201,8462
"CLUG_00922T0",3174,2464,1819,2275,4816,5236,2042,2201,3117,3840,2452,4012,5151,5007,2035,2129,4516,4195,2824,3596,5362,5022,3462,3690
"CLUG_00923T0",2618,2299,7037,7686,5182,5272,8645,5782,3068,3885,7873,8754,4217,2988,14760,12218,4372,3223,2896,3590,4356,4136,4435,4483
"CLUG_00924T0",8575,5028,6089,8128,10285,9905,11070,11530,6788,9398,9714,15549,21874,25390,9470,7303,15187,15691,12761,15606,18484,20121,27070,32786
"CLUG_00925T0",21797,14773,2895,3639,24399,22134,4128,3120,16344,20263,4926,5503,11023,8936,995,968,12453,14030,8598,6590,14034,13062,4366,4670
"CLUG_00926T0",117,65,26,36,136,260,87,64,217,137,28,48,51,35,139,134,20,18,34,48,94,118,49,45
"CLUG_00927T0",13,15,2,4,15,24,4,9,20,26,17,12,13,14,0,10,14,15,7,9,63,68,14,15
"CLUG_00928T0",1057,1145,29,48,1946,1374,53,48,1024,1606,44,31,1343,1623,65,107,1067,1053,61,44,1446,1460,42,33
"CLUG_00929T0",268,162,30,33,936,799,19,49,329,615,79,51,731,895,101,139,767,582,22,37,823,762,37,62
"CLUG_00930T0",1418,690,139,163,3460,3136,177,217,1372,2201,168,188,2747,2821,399,409,2885,2240,162,219,3131,2815,195,175
"CLUG_00931T0",415,220,347,392,848,833,625,528,309,578,632,1127,794,782,463,510,713,702,599,609,718,725,644,806
"CLUG_00932T0",2009,862,1201,1379,2702,3810,1376,1325,1425,1224,2107,2221,2975,2375,471,443,2068,1667,7686,9959,4252,3807,448,622
"CLUG_00933T0",847,671,49,78,1594,1804,81,76,913,1099,50,88,939,630,86,104,1230,843,19,44,1121,999,33,22
"CLUG_00934T0",175,101,503,568,318,386,1060,1566,148,220,659,1112,338,315,1302,1055,341,338,671,926,278,330,1012,1490
"CLUG_00935T0",307,285,2604,3315,382,365,4626,8282,275,312,2803,4630,354,399,3110,4169,339,399,10246,12289,357,406,8274,9935
"CLUG_00936T0",2812,2630,3486,4075,6046,5752,8515,13080,3367,4974,3932,6688,5613,4858,5858,6081,5092,4409,10993,14325,4769,4573,13726,14479
"CLUG_00937T0",10,13,859,923,4,9,1645,2132,5,6,1019,1536,17,13,1367,1562,17,6,931,1101,17,23,1846,2073
"CLUG_00938T0",85,40,185,176,71,140,63,67,62,74,44,58,45,55,272,371,46,53,110,50,52,53,71,101
"CLUG_00939T0",588,414,766,715,652,725,699,1253,453,504,829,979,627,415,1270,1726,500,497,780,770,543,543,1522,1566
"CLUG_00940T0",1427,1132,1308,1207,2089,1865,1655,1719,1218,1558,1198,1345,1893,1829,1797,2052,1577,1660,1158,1166,2002,1943,1878,1953
"CLUG_00941T0",2398,2156,2690,2333,5333,4494,5074,4370,2865,4013,2755,3398,2613,2601,5640,5438,2798,2648,1574,1922,2735,3247,3520,4153
"CLUG_00942T0",247.286339468739,390.492649027183,406.910089790455,325.583584051877,2787.68859272867,374.537116073406,1059.07426246827,673.61842114446,241.775465345412,677.6127752625,429.520301012159,398.008111116587,116.152498676261,150.816885350705,1070.93036791002,893.30505533517,89.5127227823175,123.151694191543,104.35381064173,66.8570259052524,58.0076546864176,96.1787025042684,381.13521384922,282.939103629793
"CLUG_00943T0",135.713660531261,281.507350972817,120.089910209545,117.416415948123,1929.31140727133,226.462883926594,653.925737531727,259.38157885554,150.224534654588,481.3872247375,60.4796989878407,144.991888883413,77.8475013237392,78.1831146492953,426.069632089985,246.69494466483,43.4872772176825,52.8483058084568,53.6461893582698,78.1429740947476,41.9923453135824,49.8212974957316,125.86478615078,151.060896370207
"CLUG_00944T0",319,215,88,83,1093,950,115,190,379,641,52,94,776,646,413,354,830,560,33,40,743,609,57,56
"CLUG_00945T0",6353,4805,40100,48231,8144,7884,69433,46499,4649,5713,32414,42151,6544,7020,60488,58826,4960,5033,19944,21181,5595,5533,34383,38787
"CLUG_00946T0",641,676,393,262,1296,1436,157,247,795,1002,295,364,789,665,731,998,1015,758,55,68,973,889,211,93
"CLUG_00947T0",2080.86637474506,922.410402418518,247.380546144273,212,2837.38256203885,3522.90304190407,221.727297234966,250.826458172106,1987.62208958602,1905.12180271629,217.024157864375,274.304639667524,3516.89234143317,2463.71950009516,311,579.340874884046,3222.25456822826,2212.35464356088,154,220.174050246742,2646.83658351491,2121.8213483938,247.45291025438,204
"CLUG_00948T0",10697.1336252549,4167.58959758148,305.619453855727,398,13193.6174379612,16537.0969580959,329.272702765034,344.173541827894,8751.37791041398,8184.87819728371,484.975842135625,269.695360332476,16399.1076585668,13586.2804999048,334,570.659125115954,14064.7454317717,11240.6453564391,339,406.825949753258,11540.1634164851,10541.1786516062,232.54708974562,124
"CLUG_00949T0",2828,2517,325,370,4810,4921,312,442,3155,4133,562,570,3356,2404,287,578,5263,5080,1411,1413,6460,6116,275,254
"CLUG_00950T0",97,69,125,130,92,108,106,259,99,94,92,167,18,12,399,503,47,51,42,60,78,79,251,259
"CLUG_00951T0",4782,3748,1006,1160,8642,7636,1289,1143,3482,5033,1542,1383,3686,3047,581,592,4160,3560,2978,3467,4744,4133,3577,2909
"CLUG_00952T0",701,496,193,189,1230,1527,340,368,715,830,188,249,1354,892,493,500,918,690,178,253,1041,899,358,325
"CLUG_00953T0",1973,1221,841,1173,2964,3495.43662023115,2154,2391,1966,3034.47649075495,1947,3840,3610.40680108422,4136,1508,1199,3516,2966.42710515112,1460.38794873541,2497,3924,4487.44321732186,9298.56467570064,11165
"CLUG_00954T0",27,1,62,57,2,4,25,32,1,3,39,35,2,46,80,143,2,48,45,10,2,4,55,71
"CLUG_00955T0",13873,9584,1888,2218,22134,24194,1960,2435,16492,18442,3928,3614,12810,10233,1472,1984,14826,13021,6217,5403,15601,13287,2948,2747
"CLUG_00956T0",180,5,355,430,21,37,167,251,12,17,145,147,9,285,420,650,10,213,255,27,9,14,202,372
"CLUG_00957T0",8421.3217895903,4991.63838170049,5671.02811796249,7352.8189169237,8754.48099142675,9268.53781242107,10585.0169862673,10236.4048605296,6403.80334776781,8123.2327482424,8175.85207941356,13624.621868292,22037.6476643523,25871.3963536454,8121.78096081542,6355.13430169137,14679.0297591222,14554.7770129185,10636.7842225611,12590.2306301822,21389.0909527027,21017.2906205247,18856.7696344219,23200.832215469
"CLUG_00958T0",247,180,235,159,664,494,471,384,201,308,212,206,490,456,680,362,468,345,33,43,435,418,271,242
"CLUG_00959T0",10,0,97,78,0,0,89,67,0,0,49,68,0,13,137,267,1,10,44,35,0,0,142,201
"CLUG_00960T0",338,240,37,37,817,839,18,44,369,552,69,23,716,594,16,72,763,530,73,52,721,590,19,23
"CLUG_00961T0",352,239,158,239,748,742,416,413,294,499,225,338,785,711,72,73,778,671,316,467,776,753,527,661
"CLUG_00962T0",1319,1687,469,480,2579,2200,205,421,1491,2437,470,595,2605,2423,833,1273,2539,1972,223,392,2697,2510,790,792
"CLUG_00963T0",18,22,84,86,129,128,26,59,44,80,69,115,73,75,192,348,103,83,28,32,74,79,153,161
"CLUG_00964T0",3992,4048,1461,1791,8149,7064,1777,1577,4223,5840,2080,2289,3785,3175,1248,1420,4165,4629,3329,3498,3832,3809,2314,2352
"CLUG_00965T0",7772,5740,3828,4410,23693,16817,7824,6763,11726,14539,5141,6628,7879,7670,4942,4956,8504,10453,4202,4665,7191,7723,3247,4583
"CLUG_00966T0",3224,4087,5041,5653,6019,7003,5285,6448,4450,5195,6043,6658,3874,2613,5636,6500,3954,3532,4345,5657,3722,3920,6551,8148
"CLUG_00967T0",3123,2938,523,724,8146,6768,1098,993,3416,5202,818,1059,3907,2878,1022,791,4068,3631,626,839,3796,3737,514,589
"CLUG_00968T0",8,25,109,120,119,16,115,320,4,48,51,123,13,45,452,652,15,17,35,32,104,84,186,163
"CLUG_00969T0",348,263,409,404,1007,806,457,812,351,606,213,356,641,780,1422,1833,736,668,96,106,396,401,361,388
"CLUG_00970T0",421,208,537,802,647,708,1514,1497,373,480,393,680,1544,1583,2428,2079,1005,765,207,234,1148,1074,743,856
"CLUG_00971T0",455,252,105,123,665,703,88,144,320,390,56,59,482,420,148,259,473,448,109,109,443,359,131,174
"CLUG_00972T0",2854,2240,43075,52985,4826,4338,71876,57209,2648,3704,42328,47616,3556,3372,50539,40551,3675,2978,33088,40888,3514,3149,53873,49660
"CLUG_00973T0",750,179,120,121,2745,2320,160,187,807,1478,196,99,2299,1689,187,209,2551,1707,127,208,1905,1697,90,51
"CLUG_00974T0",1030,607,141,141,1912,2127,145,117,1227,1321,140,129,1462,1131,232,349,1576,1124,34,41,1523,1872,32,49
"CLUG_00975T0",3541,3232,516,560,6083,5622,430,491,3462,4632,604,624,4400,3589,634,894,4294,3791,734,765,3893,3495,354,342
"CLUG_00976T0",1865,1372,427,502,3335,2963,668,557,1489,2392,635,696,2621,2131,598,694,2586,2240,1321,1524,2285,2005,1076,1015
"CLUG_00977T0",2188,1556,192,314,4797,4455,393,427,2609,3728,334,350,5579,4635,255,360,4705,3108,1022,1121,4378,4335,565,515
"CLUG_00978T0",325,354,40,46,1215,1166,22,68,707,1018,68,76,1145,904,46,83,1193,638,163,215,865,883,114,77
"CLUG_00979T0",298,190,89,87,986,944,259,230,431,628,121,159,811,527,540,313,798,461,198,189,832,722,259,108
"CLUG_00980T0",1216,802,125,219,1717,1598,281,310,951,1356,149,260,1979,1548,259,240,1557,1441,236,334,1485,1278,160,279
"CLUG_00981T0",2699,1912,1578,1838,4364,4546,2376,2265,2559,3321,2488,3261,3978,3503,2663,2300,3511,3073,3452,3303,3812,3578,4148,4093
"CLUG_00982T0",807,467,379,331,949,1063,465,699,909,1084,342,535,818,763,1186,1352,775,1040,1254,1011,780,1042,1884,588
"CLUG_00983T0",349,304,205,212,734,724,220,427,390,562,229,280,491,409,555,818,521,950,1264,1145,482,473,1750,364
"CLUG_00984T0",60949,88048,17392,16871,58053,49234,12004,9575,47558,55171,17341,17890,46553,49753,5380,11048,54466,45881,89390,67431,62103,56664,47496,10300
"CLUG_00985T0",1971.64600602046,2170.73199990396,501.992236949825,679.09838652283,3209.20820009248,3590.31956560965,1244.88257617962,944.753686875125,2306.19225598249,2882.00853737722,933.690350732514,1197.42655737104,6558.45951932917,5881.58153917785,773.024599876613,482.264538956557,4407.67592940155,3198.36806385235,3848.16633028605,5991.01794209999,5088.35098802764,5269.92307310449,3577.10202937735,3656.63758103788
"CLUG_00986T0",2024.35399397954,1718.26800009604,521.007763050175,660.90161347717,2709.79179990752,2983.68043439035,1280.11742382038,843.246313124875,1808.80774401751,2245.99146262278,676.309649267486,937.573442628964,4999.54048067083,5822.41846082215,603.975400123387,511.735461043443,3604.32407059845,3411.63193614765,3443.83366971395,4314.98205790001,3987.64901197236,4275.07692689551,2874.89797062265,3127.36241896212
"CLUG_00987T0",450,345,55,71,1443,1114,137,213,617,915,96,82,893,708,337,324,889,647,52,58,782,836,151,203
"CLUG_00988T0",764,463,88,155,1383,1316,144,181,740,1054,203,223,1479,1213,121,207,1337,1138,214,284,1380,1151,224,210
"CLUG_00989T0",386,326,64,73,454,457,135,113,352,386,85,90,818,796,267,212,483,491,137,120,562,576,152,197
"CLUG_00990T0",1011,1281,152,137,1631,1481,141,178,1046,1406,165,228,1424,1290,164,239,1302,1149,551,385,1243,1258,285,161
"CLUG_00991T0",1601,1617,409,648,2223,2386,694,586,1589,1845,739,1230,2277,1626,568,511,1842,1473,1120,1121,1903,1989,750,574
"CLUG_00992T0",87,5,58,88,11,8,13,32,4,5,25,35,13,59,57,114,10,56,63,20,9,15,46,95
"CLUG_00993T0",1388,1029,219,308,2467,2433,519,461,1326,1922,465,717,3510,3430,224,231,2880,2865,800,1171,3766,3641,1260,1578
"CLUG_00994T0",616,347,1354,1841,878,999,2655,2584,501,669,1478,2707,868,905,1561,1489,757,838,1615,1971,816,823,3385,3919
"CLUG_00995T0",280,198,1163,1235,615,674,2008,2453,303,408,1036,1232,565,538,1682,1496,446,526,2430,2878,753,788,2049,2773
