,DHED1.r1,DHED10.r1,DHED11.r1,DHED12.r1,DHED13.r1,DHED14.r1,DHED15.r1,DHED16.r1,DHED17.r1,DHED18.r1,DHED19.r1,DHED2.r1,DHED20.r1,DHED21.r1,DHED22.r1,DHED23.r1,DHED24.r1,DHED3.r1,DHED4.r1,DHED5.r1,DHED6.r1,DHED7.r1,DHED8.r1,DHED9.r1
CLUG_04663,941,436,1048,719,1095,299,696,404,1270,539,863,490,539,1124,559,941,534,1136,504,1751,619,1720,506,1131
CLUG_04192,1046,567,1972,490,1041,340,743,375,1596,879,1775,344,1101,1827,549,1863,734,1503,428,1908,531,2071,621,1972
CLUG_04661,285,369,516,434,350,71,270,113,561,33,505,161,52,558,484,573,515,516,277,803,112,766,97,598
CLUG_04935,435,75,698,85,411,98,316,115,612,214,653,113,391,666,99,626,76,598,187,1124,75,803,135,678
CLUG_04198,2027,2827,2007,3370,1983,3139,1895,4347,2020,8626,1588,2338,7514,2051,3744,1826,5357,2454,3934,2947,7818,3490,6340,2078
CLUG_04199,3485,314,2307,236,4088,289,907,346,1951,208,1360,358,347,4460,398,4385,230,3230,242,2892,258,5239,229,1781
CLUG_04668,2080,30,979,47,1059,35,686,61,1610,56,1236,73,80,1061,30,1400,28,1843,66,1494,19,1968,41,1413
CLUG_04669,0,0,0,44,0,0,0,0,0,0,0,0,0,0,30,0,26,0,0,0,10,0,0,0
CLUG_01018,3109,524,3377,498,3008,445,2298,609,2882,375,2577,651,470,2986,499,3052,623,3743,873,5001,556,5169,880,3196
CLUG_02710,364,1410,830,2558,323,625,758,979,1411,2011,1344,1109,1200,718,1446,774,1558,704,1824,1304,1529,631,1739,1109
CLUG_01016,5135,1003,4960,1052,5418,320,4010,356,6279,286,5896,634,301,5992,516,5590,526,7242,515,11101,326,8824,292,6435
CLUG_01017,1170,487,6185,1106,1728,164,6903,327,4106,353,12738,343,457,1516,279,2015,543,5998,472,8151,421,1924,433,4474
CLUG_01014,4971,999,5013,1255,4289,263,3628,469,7131,356,5595,523,311,6625,658,6029,550,6119,573,8531,477,8310,487,6405
CLUG_01015,272,11,433,18,297,34,177,65,396,30,439,38,61,456,29,531,16,393,47,928,37,637,30,467
CLUG_01012,9885,3056,7508,3286,9945,1185,5640,1644,6773,1778,6367,1933,1491,6969,1644,6125,1689,10206,1583,15596,1788,15185,1397,8254
CLUG_01013,12958,11454,12969,14174,13770,5634,13397,7331,19520,4341,13340,7928,3722,17600,8791,15953,7576,15363,7764,20851,7239,21056,5877,16401
CLUG_01010,3912,790,4075,1168,3344,1634,2560,1798,3353,2926,3529,1727,4033,4612,1493,4253,1630,4734,2423,6262,2886,7500,3902,4691
CLUG_01011,1376,332,1537,509,1277,537,780,688,2185,2149,1735,728,1586,2102,688,1664,615,1621,1055,2585,1556,2539,1360,2111
CLUG_02739,8821,590,7654,650,8542,1331,6275,1520,8756,902,6055,1475,1107,6603,301,6683,273,9910,1574,12044,1142,14199,1259,7191
CLUG_02736,2513,2795,4316,4004,3338,3651,3162,4516,6362,2392,6172,2755,1931,6160,4450,6323,3818,3275,3542,2910,902,2480,764,4061
CLUG_02737,16,65,35,0,60,78,91,99,0,424,23,75,413,0,80,65,76,89,97,58,184,88,123,0
CLUG_02734,3978,4641,6570,5793,3608,925,2768,1188,9795,1080,10175,2092,1182,6995,2122,6975,2532,5525,3441,7669,1698,6756,1790,7640
CLUG_02883,238,537,430,764,215,163,184,244,772,230,931,119,173,539,491,532,443,226,147,336,158,369,100,439
CLUG_02732,3424,2306,4564,2650,3055,1270,2438,1696,4920,1981,4687,1136,2879,4932,2324,4732,2671,4854,1629,5888,984,6059,1954,4888
CLUG_02733,1398,1982,2519,2234,1796,1148,1570,1757,2381,2311,2583,1007,2564,2190,2140,2076,2208,2202,1532,3197,1938,3040,2010,2361
CLUG_02730,50,86,27,136,54,29,42,38,58,145,66,66,132,51,59,100,100,36,117,40,124,55,153,29
CLUG_02731,5026,517,6266,461,4068,375,3245,510,5374,158,5343,459,240,7155,200,7162,247,6109,559,7528,292,8154,433,6547
CLUG_04200,2639,565,6860,773,3119,585,659,835,13983,1297,15995,910,1249,12346,579,11197,504,2761,916,2943,1017,4092,970,7485
CLUG_04201,1544,519,1896,625,1411,377,924,371,2960,450,2171,438,604,2450,441,2029,365,1747,546,2415,411,2750,447,2461
CLUG_04202,980,1760,2254,1936,1516,849,1043,882,2196,463,2311,1099,710,2107,1376,1633,1318,1401,1398,2176,830,1952,693,2069
CLUG_04203,94,231,246,108,77,77,102,121,266,76,82,114,133,190,77,261,101,109,240,100,23,116,140,85
CLUG_04204,357,657,957,673,197,6472,174,7570,379,10276,226,6885,8689,3799,6268,3809,6626,448,6791,526,12744,821,7867,461
CLUG_04205,1425,574,2322,693,1612,375,1842,364,2553,390,2703,422,425,2886,538,2752,576,1963,474,2180,357,2600,508,2360
CLUG_04206,16758,11427,14784,11493,9655,8213,3810,10683,15913,4951,15168,12464,5868,13511,2487,16452,2465,10411,17580,10054,8361,13417,9503,11109
CLUG_04207,2852,1212,4562,1572,3145,411,2164,592,5966,438,5526,563,462,4572,818,4291,930,4083,851,5963,787,5706,1032,4879
CLUG_00639,1143,1578,3403,2422,1628,415,1162,670,5045,0,7427,681,909,3604,2338,4045,2908,1623,781,2340,632,2398,660,2765
CLUG_00638,353,48,441,38,315,51,191,44,383,68,427,50,69,478,30,498,28,431,62,537,15,580,346,483
CLUG_00635,8840,7562,8647,7251,7488,7141,4857,8196,9156,4167,8366,12173,3380,7932,2341,8220,2058,9229,14197,11108,3610,11923,2641,8289
CLUG_00634,455,298,689,427,555,539,361,568,807,1239,663,454,1131,897,698,799,690,566,596,814,1299,889,648,723
CLUG_00637,1276,760,1947,495,1492,188,1047,265,1966,139,1944,266,162,1469,140,1560,205,1910,312,2400,256,2109,364,1829
CLUG_00636,445,169,836,293,540,104,344,142,1184,244,1493,149,191,1117,311,1033,372,481,227,681,269,877,182,806
CLUG_00631,10925,4863,9632,3798,14110,1318,7994,1825,7102,471,6672,2308,417,9517,832,10692,628,12465,2344,18029,3119,18738,2878,9283
CLUG_00630,5077,478,5006,557,4430,282,3328,363,5242,716,4876,480,749,5983,173,6252,156,6124,392,7609,287,7574,467,5565
CLUG_00633,3198,4121,3503,3284,4775,2243,1853,2604,4749,1370,3668,2604,1292,4974,1963,5189,1767,3116,2757,4293,3651,6777,1638,2999
CLUG_00632,1557,1348,2658,1378,1744,292,1115,379,2991,311,3498,505,360,2780,1334,2693,1700,1977,595,2391,356,2764,371,2371
CLUG_01908,2425,1073,2417,777,2622,353,1502,430,2183,161,2103,410,252,1924,456,2060,256,2481,319,3176,773,3619,821,1994
CLUG_01909,2124,1440,1300,1217,2135,381,1327,464,1744,225,1243,435,295,1327,886,1513,426,1804,293,2014,1870,2931,1136,1293
CLUG_01904,11606,2308,14043,2862,11540,2587,10964,2334,13090,5195,14011,2216,6193,16551,1621,15794,1471,15560,2688,17383,2232,15702,2951,15870
CLUG_01905,4123,9120,4342,11742,3658,5536,3703,6578,5289,5820,4917,6099,8123,6374,6830,5969,7582,5524,8826,7972,5485,7413,9051,5656
CLUG_01906,545,110,834,107,685,597,406,549,771,988,682,460,1702,1091,366,930,458,594,591,897,507,957,628,739
CLUG_01907,5067,3801,7775,4808,5680,4631,3239,4795,9123,8324,11860,4723,9024,9053,7057,10093,8935,6160,7289,6538,8286,8429,6988,7604
CLUG_01900,1234,635,1726,769,1395,502,847,792,2124,665,1767,779,853,1982,633,1877,653,1671,1017,2274,781,2374,956,1876
CLUG_01901,4707,4686,7564,6157,5489,2327,4001,2432,8983,2230,9113,3083,2214,10226,7917,9963,9944,6192,4054,7643,3440,8112,3334,7726
CLUG_01902,809,155,1363,236,881,473,699,411,1453,1054,1422,328,1503,1203,358,1146,294,1240,466,1692,403,1354,790,1361
CLUG_01903,595,78,445,137,274,221,472,219,948,588,573,283,985,801,212,793,152,899,293,996,92,809,446,870
CLUG_03422,24790,9377,22729,8762,20204,11158,24635,9489,36733,19952,51468,11053,28926,47592,13224,47869,7576,44053,14513,74681,15535,41764,23268,36068
CLUG_01827,488062,186175,483098,108529,712604,39366,884730,38684,430140,9114,368773,46209,20256,550457,77094,396488,18441,568192,30973,751114,38491,510924,25108,501554
CLUG_01826,640,107,860,139,521,102,566,86,816,88,777,65,98,825,135,823,146,834,140,993,72,1085,144,849
CLUG_01825,1059,277,1485,359,1339,95,1102,187,1358,143,1202,170,229,1426,312,1240,438,1478,195,2175,122,1785,255,1510
CLUG_02909,175,143,130,228,128,143,276,86,82,151,111,62,131,574,430,336,523,261,110,219,13,226,117,109
CLUG_02908,72,64,272,79,195,84,183,143,76,199,24,55,359,288,206,654,231,144,58,86,61,113,95,170
CLUG_01352,1859,448,2118,619,1462,111,1469,214,4012,233,3207,212,218,3032,345,3330,328,2183,247,2447,265,2828,328,3265
CLUG_02901,3326,4180,3953,4242,2785,3778,1490,5214,4974,6894,4153,4632,8504,3969,2672,3483,3058,2710,6103,3835,5310,4109,5527,3491
CLUG_01823,1792,104,1917,168,1818,96,1461,168,1757,225,1479,215,224,2119,262,2011,262,2349,216,3303,130,3046,258,2156
CLUG_02903,0,11,1,5,0,78,0,66,0,188,0,70,117,0,58,0,34,2,87,0,101,0,71,0
CLUG_02902,1504,59,2648,51,1509,175,1026,175,1619,156,1133,191,179,2685,70,2660,40,1460,226,1981,74,2488,140,2097
CLUG_02905,189,125,387,71,475,114,465,130,166,80,259,79,102,245,71,217,67,236,62,341,108,379,75,215
CLUG_02904,403,950,1142,505,984,2070,939,2180,354,418,607,818,491,1241,360,1301,423,419,477,392,378,505,275,385
CLUG_02907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02906,154,80,248,203,120,223,120,248,77,560,28,223,785,154,559,135,428,235,223,369,154,366,239,274
CLUG_01357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_01820,5750,1963,6567,2171,5292,1399,4542,1634,7135,2109,6681,1554,2646,11762,2199,11684,2167,6834,1577,9096,1548,10738,1816,7099
CLUG_02844,1180,4379,1090,5521,652,1021,3295,1400,5219,3593,8463,2138,2421,547,3861,689,4993,3632,2520,11034,3220,2904,3946,2002
CLUG_02845,2253,7050,3619,10202,2782,1632,1877,2209,3860,4603,3915,2831,4816,4276,16408,4161,19571,3422,4621,3906,3819,4600,6544,3833
CLUG_02846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02847,728,2774,1166,4976,830,1004,506,1280,1401,2593,1192,1660,2555,1524,6758,1371,7343,1064,2801,1313,2272,1562,3644,1344
CLUG_02840,3,30,3,32,7,20,4,44,2,44,3,56,151,0,70,2,137,2,35,7,22,13,39,11
CLUG_02841,1476,2555,2708,2762,1827,702,1156,829,2793,775,2957,724,588,2428,921,2756,1161,2126,944,3052,1413,2830,897,2469
CLUG_02842,5205,1027,6581,892,6463,459,6167,614,6086,765,6804,554,870,5491,377,6119,499,5837,487,6172,575,6248,660,5501
CLUG_02843,2704,518,3585,624,2830,521,2388,499,3255,1254,2910,563,1272,4202,293,4014,408,3546,591,4804,849,4883,766,3860
CLUG_02848,699,36472,1006,36550,720,19115,416,28400,1295,32372,1408,13481,32514,974,34179,868,40548,850,21202,1318,37612,1542,44798,933
CLUG_02849,930,1456,985,1701,1003,1979,1052,2074,1149,5838,1096,1860,8023,1081,3285,1099,3362,1372,2924,1441,1956,1377,3718,1060
CLUG_03465,603,1277,677,1510,665,920,432,1300,818,1173,624,1214,1338,879,2079,716,1837,865,1506,952,1973,1189,1712,803
CLUG_03464,1639,1869,2396,2077,1853,885,924,1133,3269,1253,3092,1097,1374,3071,1919,2601,1697,2180,1632,2640,2028,2998,1799,2925
CLUG_03467,1310,387,2993,360,323,166,210,243,472,143,1361,193,209,522,188,2187,254,398,222,446,394,1456,268,438
CLUG_03466,3048,3084,1602,4994,2911,1235,2394,1613,6213,1682,3264,2170,1172,6278,2962,4908,3017,4796,2720,5241,4606,5166,2841,5940
CLUG_03461,836,346,1068,269,680,600,376,629,995,1640,946,515,2007,1088,957,1070,1199,1108,795,1470,837,1529,1125,1169
CLUG_03460,1682,258,1614,339,1218,259,772,303,2663,651,1872,377,571,2665,334,2373,443,1826,466,2171,762,2661,586,2218
CLUG_03463,1390,885,1728,995,1173,1287,1071,1557,2155,2540,1629,1462,2069,1947,1696,1668,1019,1883,2221,2404,4565,2298,2605,2195
CLUG_03462,6,16,6,20,8,81,2,111,7,279,4,85,267,6,120,5,143,14,114,16,164,12,123,9
CLUG_03469,152,374,137,608,56,255,77,236,202,293,167,191,288,130,586,122,556,292,317,306,322,205,718,141
CLUG_03468,14576,10648,17934,10619,10297,4957,8936,5789,18862,4463,21888,5980,6359,25496,6737,26923,6841,17288,7883,20478,6465,24046,7899,19407
CLUG_02083,1937,538,2865,630,1974,144,1476,189,2351,188,2592,287,232,3168,235,3091,402,2625,325,3353,174,3289,255,2659
CLUG_02598,602,202,830,211,858,85,653,89,896,142,846,119,178,1024,125,895,120,817,93,1223,89,1245,105,918
CLUG_02599,869,237,1351,348,852,142,595,176,1654,385,1551,217,297,1350,355,1193,363,1256,299,1557,177,1739,291,1586
CLUG_02596,2487,1066,2497,1334,2289,316,1779,393,3310,333,2828,534,301,3279,848,2833,804,2987,528,3587,412,3816,572,3254
CLUG_02597,588,472,948,531,729,116,481,183,1301,126,1217,207,118,1326,662,1033,632,751,210,1131,215,1150,209,1059
CLUG_02594,3396,2399,4885,4722,3649,626,5693,878,6137,1390,6305,1582,868,6159,3945,5163,4626,6305,2691,6953,1425,3902,1355,6099
CLUG_02595,1545,290,1717,389,1620,90,1116,202,1873,249,1869,204,250,1783,305,1930,367,1763,248,2406,252,2382,442,1830
CLUG_02592,14339,5821,14347,8909,14037,2511,10000,4103,26873,3060,20280,4843,2678,21265,6970,20235,6590,16502,7064,23422,4439,21997,4889,19909
CLUG_02593,3313,1306,3395,1577,3476,146,7316,224,5808,545,5603,248,395,5521,1026,4508,986,5325,472,6442,447,3318,401,4870
CLUG_02590,190,326,181,497,337,120,194,149,341,408,262,130,600,323,193,335,216,249,300,345,67,373,185,197
CLUG_02591,5371,765,4747,1017,5455,486,4760,681,6754,2394,5235,719,3320,6829,533,6072,500,6417,1131,7278,495,7544,1044,6114
CLUG_02234,3493,0,2035,40,4394,29,3141,72,2122,18,1250,51,45,2415,44,2552,29,3115,17,4309,43,5269,18,2667
CLUG_05108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_05109,956,135,999,138,540,198,462,206,716,530,799,320,694,1768,499,1630,562,1644,390,1025,188,951,296,921
CLUG_05458,1231,164,1586,201,1385,277,1205,352,1616,1002,1667,275,1564,1851,317,1822,367,1664,280,2109,363,2135,542,1541
CLUG_05459,956,168,1468,5,819,463,828,528,1266,1867,1400,308,2044,1230,373,1434,449,1405,349,1773,9,1692,665,1387
CLUG_05452,1787,628,2857,224,975,280,1167,270,2967,114,3801,335,287,3346,353,3760,272,2295,322,1927,221,2309,257,2383
CLUG_02333,3279,1557,3374,1877,3429,920,3995,1276,4195,502,3375,1243,493,3777,962,3791,872,3733,1365,3756,1002,3836,1097,3929
CLUG_02330,1324,519,1378,743,1276,160,964,199,1880,184,1456,230,210,1866,263,1642,233,1646,232,2270,299,2184,256,1778
CLUG_02331,611,321,663,432,597,73,663,97,864,41,725,112,96,849,188,908,176,856,154,869,158,1004,197,859
CLUG_02336,2812,2174,2910,2754,2488,1261,1901,1553,3594,1146,3134,1746,1614,3533,1416,3134,1523,3115,2226,3884,1638,4481,2294,3530
CLUG_02337,3868,1568,5151,1460,3505,515,1406,564,6734,1259,6830,728,1512,5469,1302,5087,1011,4916,912,7423,706,7890,793,6762
CLUG_02334,3983,3170,5393,3313,4312,810,3309,927,5952,357,5502,1560,469,6018,1259,5911,1348,5687,1646,7034,1061,7052,1056,5856
CLUG_02335,823,636,1750,657,755,973,492,1005,1593,2676,1210,994,2820,1979,2502,1757,2487,1219,1419,2433,1882,2189,2148,1938
CLUG_04859,32,76,22,68,21,76,26,57,2,117,2,135,140,15,150,16,98,2,133,47,139,49,277,10
CLUG_04858,148,160,0,195,190,99,0,98,145,153,115,105,147,81,95,95,188,285,107,548,157,464,288,159
CLUG_04855,4488,2155,6436,3161,4671,747,3740,1213,7565,810,6468,1237,902,7325,1154,6186,1384,6286,1696,8582,1361,7483,1642,7243
CLUG_04854,4408,664,5166,879,3927,420,2735,539,8278,717,8077,473,761,6318,601,6345,680,5745,617,8895,685,9021,1073,6606
CLUG_04857,397,161,600,145,429,197,254,209,771,403,601,222,350,754,293,737,285,597,378,1020,158,892,421,849
CLUG_04856,402,849,620,1305,466,631,436,819,793,437,653,932,439,650,1080,686,1384,592,936,847,849,942,859,611
CLUG_04851,92,61,271,65,83,121,18,120,10,411,10,89,401,130,358,157,396,89,121,72,108,94,205,134
CLUG_04850,18,198,28,172,8,313,6,280,16,950,6,176,1271,10,727,28,752,20,442,31,391,20,657,20
CLUG_04853,1959,1974,3508,2987,2027,958,1249,1351,3484,1134,3521,1418,1294,4196,3668,4136,3927,3110,2279,3704,2000,4649,3013,3700
CLUG_04852,727,1760,1243,2038,1079,1033,782,1338,1462,769,1168,856,862,1403,1318,1318,1499,967,1246,1191,1651,1227,1444,1199
CLUG_03887,59415,17090,31615,15507,58492,1742,56880,2166,39990,2928,35596,2468,2813,35423,15524,38525,5708,64167,3503,60875,3058,53932,3755,40543
CLUG_03886,2252,1651,2107,1790,2164,383,1746,515,2349,1155,2030,466,962,2507,3789,2259,2065,2742,868,3437,735,3835,1027,2618
CLUG_03885,1706,868,1433,1134,1512,245,1322,291,1549,381,1274,372,285,1795,1402,1508,1060,2416,480,2430,401,2412,468,1894
CLUG_03884,984,456,1047,527,834,178,666,228,1088,678,957,249,669,1181,1663,1036,921,1184,456,1618,437,1681,646,1357
CLUG_03883,3852,3579,5148,3655,4456,1165,3379,1749,6413,1602,6246,1787,1615,5659,3194,5100,2774,4943,2038,6811,2151,6986,2173,5868
CLUG_03882,1011,97,1170,151,1181,118,912,204,1497,311,1162,189,259,1564,68,1331,88,1414,199,1760,255,1609,252,1304
CLUG_03881,1114,435,1449,586,1259,189,1003,263,1930,287,1587,173,350,1705,208,1618,170,1341,201,1806,347,1812,363,1667
CLUG_03880,341,539,1044,576,520,1371,275,1504,1171,4297,1164,847,4100,1261,859,1031,880,660,1250,956,2798,925,2007,1106
CLUG_03889,725,782,954,1062,606,212,863,293,745,373,686,369,352,1069,744,1051,587,1040,500,1060,497,1118,523,991
CLUG_03888,4526,5214,5859,7600,4336,1424,3637,1852,7428,964,7960,2487,940,8044,11451,8322,9246,6613,3242,6426,2954,7656,3238,7227
CLUG_03358,882,1318,2586,1322,1891,443,1082,610,2892,287,3313,627,258,4296,2174,4011,2240,1173,710,1980,862,2067,649,2065
CLUG_04279,243,28574,548,50012,309,12693,274,19028,680,25067,1053,16313,20031,465,73372,439,74475,423,24963,577,23220,359,26293,655
CLUG_04278,321,1039,1671,1615,457,1181,639,1499,1540,4260,2675,1193,3651,1318,3302,1392,4027,938,2152,1666,2724,859,2696,1291
CLUG_04271,2848,445,4184,460,2961,349,1042,301,5437,1845,4615,332,1682,4493,1574,4708,2116,4714,395,8572,1046,6591,855,4890
CLUG_04270,5209,6181,8585,7411,5682,2108,4141,2811,7936,1427,8222,3135,1523,10844,11514,11547,14880,7129,3870,8365,3407,8573,3455,8804
CLUG_04273,13538,33076,37229,30632,18907,15602,10523,20811,41356,23279,56807,20353,22823,38992,51365,40720,65925,17863,33449,17891,19661,17783,19242,29899
CLUG_04272,4114,510,5977,542,4692,719,3763,807,7366,2344,7125,668,2637,7004,1119,6962,1218,6017,766,9097,800,7438,1114,6049
CLUG_04275,12,51,30,22,24,148,28,142,33,754,18,64,911,41,341,37,380,16,144,19,91,28,260,16
CLUG_04274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_04277,3901,3591,6368,5114,3465,2305,2593,3306,5700,6322,7402,3047,6430,6312,10711,7790,12542,5893,6724,6166,5585,7563,7338,6274
CLUG_04276,285,274,1284,560,425,158,292,247,2051,693,2691,177,608,1324,645,1574,594,550,233,726,511,710,354,1114
CLUG_01739,2059,489,2819,531,2111,257,879,235,3450,554,3553,352,431,2983,250,2768,339,2839,364,4160,654,4235,433,3539
CLUG_01738,4923,2094,7306,2445,5096,537,2933,713,9962,426,8739,906,440,8885,1918,7963,1578,7043,979,9934,619,9687,701,9441
CLUG_01733,1498,218,2056,278,1712,307,1515,393,3762,474,3214,360,520,4303,540,4464,505,2025,426,1948,294,1616,371,2954
CLUG_01732,26554,29616,32150,29051,29009,9713,22504,13459,35906,16913,30978,13152,20102,37243,36543,31747,32322,32172,20961,38594,10685,41192,14406,35694
CLUG_01731,4363,3763,5132,3439,3829,1244,3399,1662,5196,1659,5259,1753,2891,6391,5023,5284,4456,5264,2858,6372,671,6771,1332,5673
CLUG_01730,3169,2418,3388,2063,2170,946,2424,1150,3565,1114,3990,1217,2238,4087,3330,3960,3040,3702,2036,4257,211,4586,1042,3598
CLUG_01737,115,4534,548,6557,166,2550,130,3228,815,4462,1096,2460,3451,654,10088,625,9176,324,4133,394,5213,448,4407,604
CLUG_01736,11565,6680,7993,6635,9006,4828,6602,5774,7265,2433,5762,8045,2715,9608,5564,10116,5651,12188,7447,14103,4188,17480,4990,9156
CLUG_01735,2339,2212,2465,2201,2287,1643,2119,2364,2627,4329,2391,1561,3713,2573,2937,2578,3299,2683,2526,3152,3918,3029,4051,2422
CLUG_01734,5155,90,3288,131,6154,459,5744,516,3897,226,3626,474,309,7215,166,8794,160,5803,402,6085,437,5363,427,3792
CLUG_01225,2323,2221,4294,3406,2338,718,1995,812,9833,2916,9762,1038,1967,6173,2218,6043,2508,2987,1277,3911,1865,4172,1467,5263
CLUG_01224,5195,1326,3995,1443,5134,561,6351,726,5189,666,3767,754,838,4888,878,4904,745,7933,879,8714,460,9618,730,5988
CLUG_01227,1592,1616,3398,1774,1559,1614,1475,1686,3718,7658,3138,1638,6797,4363,1095,4117,921,2076,1916,2762,2860,2737,2876,3589
CLUG_01226,58583,50145,90303,42339,84167,18638,46090,26017,114268,9935,125252,26404,12292,96445,40877,89961,36550,71084,38732,100992,21295,101889,22479,84249
CLUG_01221,1482,86,1437,141,1543,112,1004,129,1919,280,1927,0,224,2471,52,2377,65,1692,0,2486,204,3027,215,1784
CLUG_01220,2737,444,3335,520,2928,279,2168,362,4072,1274,3599,405,1023,4157,358,3376,427,3641,549,5214,844,4964,714,4003
CLUG_01223,1029,311,1020,274,922,179,1141,180,924,243,969,157,376,1067,213,1098,197,1545,213,1709,56,1951,177,1075
CLUG_01222,492,49,508,54,458,40,271,44,581,107,744,38,117,698,37,743,43,493,58,737,62,1016,68,530
CLUG_01229,3699,1625,4144,1898,3347,2565,2848,2921,4623,7467,3497,2657,6074,5795,698,5198,854,3917,2548,5744,5537,6405,3487,4584
CLUG_01228,832,2182,1322,3112,552,1355,369,1428,2219,3154,1449,2194,3328,1486,887,1466,817,1009,3244,1330,2286,1419,2128,1582
CLUG_00178,165170,278795,238848,290392,186205,180355,105145,211119,320488,207898,315261,242092,210606,310816,436529,298288,517687,183575,344284,198345,225684,209642,216121,236337
CLUG_00179,49731,6846,28774,4764,15315,2533,6307,3414,49293,1141,29102,6138,1901,72040,1538,60811,1075,50898,3068,35510,2076,58683,2890,47554
CLUG_00172,1436,258,718,0,1308,786,2520,540,414,2500,468,483,2215,550,728,639,488,1984,591,943,875,1035,842,609
CLUG_00173,321,51,131,27,186,118,554,77,81,442,58,110,475,132,182,128,74,473,137,198,90,250,231,155
CLUG_00170,44936,76986,41315,76744,44721,37247,29307,44934,53081,23146,50206,51317,28588,55240,96660,55418,98819,45520,50197,59927,28722,59829,25223,44958
CLUG_00171,51492,850,41464,1254,85514,1649,58979,2378,41935,2402,52572,1772,1821,28098,532,27960,591,57087,1574,86994,2634,73982,2320,38247
CLUG_00176,68765,7689,46640,9862,56715,7139,90788,9746,81575,5533,74885,15718,5518,90399,6663,80908,6228,106389,15311,145360,8557,78927,6626,74234
CLUG_00177,18412,10462,16828,11792,13573,5657,11492,7711,23829,7218,18379,8628,8260,18246,6697,20194,5894,18599,12519,18678,6802,23801,8396,20361
CLUG_00174,1271,158,485,80,860,373,2202,278,263,924,281,350,1323,295,429,427,300,2380,434,3939,229,1980,418,453
CLUG_00175,1635,191,734,112,1283,347,2875,295,315,863,377,376,1085,397,402,439,297,3460,487,6437,351,2818,551,604
CLUG_03670,7751,8311,9479,9366,8341,3662,6699,4688,13487,3255,10907,6341,3164,11489,6074,9077,6368,9502,9636,13756,5625,12228,5689,10564
